R-644叉杆,开叉口,0.0378
R-644叉杆,拍平,0.0324
R-644叉杆,剪边、冲孔,0.027
R-644叉杆,钻Φ7X2,0.04
R-644叉杆,钻Φ5.5X1,0.028
R-644叉杆,钻Φ4.2X1,0.028
R-644叉杆,钻Φ4.2X1,0.028
R-644叉杆,攻M5X2,0.04
R-644叉杆,磨叉口,0.07
R-644叉杆,倒内孔,0.028
R-644叉杆,打磨,0.048
R-0041KΦ8.5有牙叉杆,开料,0.036
R-0041KΦ8.5有牙叉杆,倒角,0.0173
R-0041KΦ8.5有牙叉杆,开叉口,0.0378
R-0041KΦ8.5有牙叉杆,拍平,0.0324
R-0041KΦ8.5有牙叉杆,剪边、冲孔,0.027
R-0041KΦ8.5有牙叉杆,钻Φ5.5X1,0.028
R-0041KΦ8.5有牙叉杆,钻Φ5.5X1,0.028
R-0041KΦ8.5有牙叉杆,钻Φ5.5X1,0.028
R-0041KΦ8.5有牙叉杆,倒内孔,0.028
R-0041KΦ8.5有牙叉杆,打磨,0.048
HM13-21吊杆,开料,0.036
HM13-21吊杆,倒角,0.022
HM13-21吊杆,钻Φ7X2,0.04
HM13-21吊杆,钻Φ7X2,0.04
HM13-21吊杆,钻Φ3.2X1,0.028
HM13-21吊杆,钻Φ3.2X1,0.028
HM13-21吊杆,攻M4X2,0.04
HM13-21吊杆,倒内孔,0.033
HM13-21吊杆,打磨,0.048
HM13-22吊杆,开料,0.036
HM13-22吊杆,倒角,0.022
HM13-22吊杆,钻Φ7X2,0.04
HM13-22吊杆,钻Φ7X2,0.04
HM13-22吊杆,钻Φ3.2X1,0.028
HM13-22吊杆,钻Φ3.2X1,0.028
HM13-22吊杆,攻M4X2,0.04
HM13-22吊杆,倒内孔,0.033
HM13-22吊杆,打磨,0.048
